country,year,pop,continent,lifeExp,gdpPercap
Ethiopia,2007,76511887,Africa,52.947,690.8055759
Finland,1952,4090500,Europe,66.55,6424.519071
Finland,1957,4324000,Europe,67.49,7545.415386
Finland,1962,4491443,Europe,68.75,9371.842561
Finland,1967,4605744,Europe,69.83,10921.63626
Finland,1972,4639657,Europe,70.87,14358.8759
Finland,1977,4738902,Europe,72.52,15605.42283
Finland,1982,4826933,Europe,74.55,18533.15761
Finland,1987,4931729,Europe,74.83,21141.01223
Finland,1992,5041039,Europe,75.7,20647.16499
Finland,1997,5134406,Europe,77.13,23723.9502
Finland,2002,5193039,Europe,78.37,28204.59057
Finland,2007,5238460,Europe,79.313,33207.0844
France,1952,42459667,Europe,67.41,7029.809327
France,1957,44310863,Europe,68.93,8662.834898
France,1962,47124000,Europe,70.51,10560.48553
France,1967,49569000,Europe,71.55,12999.91766
France,1972,51732000,Europe,72.38,16107.19171
France,1977,53165019,Europe,73.83,18292.63514
France,1982,54433565,Europe,74.89,20293.89746
France,1987,55630100,Europe,76.34,22066.44214
France,1992,57374179,Europe,77.46,24703.79615
France,1997,58623428,Europe,78.64,25889.78487
France,2002,59925035,Europe,79.59,28926.03234
France,2007,61083916,Europe,80.657,30470.0167
Gabon,1952,420702,Africa,37.003,4293.476475
Gabon,1957,434904,Africa,38.999,4976.198099
Gabon,1962,455661,Africa,40.489,6631.459222
Gabon,1967,489004,Africa,44.598,8358.761987
Gabon,1972,537977,Africa,48.69,11401.94841
Gabon,1977,706367,Africa,52.79,21745.57328
Gabon,1982,753874,Africa,56.564,15113.36194
Gabon,1987,880397,Africa,60.19,11864.40844
Gabon,1992,985739,Africa,61.366,13522.15752
Gabon,1997,1126189,Africa,60.461,14722.84188
Gabon,2002,1299304,Africa,56.761,12521.71392
Gabon,2007,1454867,Africa,56.735,13206.48452
Gambia,1952,284320,Africa,30,485.2306591
Gambia,1957,323150,Africa,32.065,520.9267111
Gambia,1962,374020,Africa,33.896,599.650276
Gambia,1967,439593,Africa,35.857,734.7829124
Gambia,1972,517101,Africa,38.308,756.0868363
Gambia,1977,608274,Africa,41.842,884.7552507
Gambia,1982,715523,Africa,45.58,835.8096108
Gambia,1987,848406,Africa,49.265,611.6588611
Gambia,1992,1025384,Africa,52.644,665.6244126
Gambia,1997,1235767,Africa,55.861,653.7301704
Gambia,2002,1457766,Africa,58.041,660.5855997
Gambia,2007,1688359,Africa,59.448,752.7497265
Germany,1952,69145952,Europe,67.5,7144.114393
Germany,1957,71019069,Europe,69.1,10187.82665
Germany,1962,73739117,Europe,70.3,12902.46291
Germany,1967,76368453,Europe,70.8,14745.62561
Germany,1972,78717088,Europe,71,18016.18027
Germany,1977,78160773,Europe,72.5,20512.92123
Germany,1982,78335266,Europe,73.8,22031.53274
Germany,1987,77718298,Europe,74.847,24639.18566
Germany,1992,80597764,Europe,76.07,26505.30317
Germany,1997,82011073,Europe,77.34,27788.88416
Germany,2002,82350671,Europe,78.67,30035.80198
Germany,2007,82400996,Europe,79.406,32170.37442
Ghana,1952,5581001,Africa,43.149,911.2989371
Ghana,1957,6391288,Africa,44.779,1043.561537
Ghana,1962,7355248,Africa,46.452,1190.041118
Ghana,1967,8490213,Africa,48.072,1125.69716
Ghana,1972,9354120,Africa,49.875,1178.223708
Ghana,1977,10538093,Africa,51.756,993.2239571
Ghana,1982,11400338,Africa,53.744,876.032569
Ghana,1987,14168101,Africa,55.729,847.0061135
Ghana,1992,16278738,Africa,57.501,925.060154
Ghana,1997,18418288,Africa,58.556,1005.245812
Ghana,2002,20550751,Africa,58.453,1111.984578
Ghana,2007,22873338,Africa,60.022,1327.60891
Greece,1952,7733250,Europe,65.86,3530.690067
Greece,1957,8096218,Europe,67.86,4916.299889
Greece,1962,8448233,Europe,69.51,6017.190733
Greece,1967,8716441,Europe,71,8513.097016
Greece,1972,8888628,Europe,72.34,12724.82957
Greece,1977,9308479,Europe,73.68,14195.52428
Greece,1982,9786480,Europe,75.24,15268.42089
Greece,1987,9974490,Europe,76.67,16120.52839
Greece,1992,10325429,Europe,77.03,17541.49634
Greece,1997,10502372,Europe,77.869,18747.69814
Greece,2002,10603863,Europe,78.256,22514.2548
Greece,2007,10706290,Europe,79.483,27538.41188
Guatemala,1952,3146381,Americas,42.023,2428.237769
Guatemala,1957,3640876,Americas,44.142,2617.155967
Guatemala,1962,4208858,Americas,46.954,2750.364446
Guatemala,1967,4690773,Americas,50.016,3242.531147
Guatemala,1972,5149581,Americas,53.738,4031.408271
Guatemala,1977,5703430,Americas,56.029,4879.992748
Guatemala,1982,6395630,Americas,58.137,4820.49479
Guatemala,1987,7326406,Americas,60.782,4246.485974
Guatemala,1992,8486949,Americas,63.373,4439.45084
Guatemala,1997,9803875,Americas,66.322,4684.313807
Guatemala,2002,11178650,Americas,68.978,4858.347495
Guatemala,2007,12572928,Americas,70.259,5186.050003
Guinea,1952,2664249,Africa,33.609,510.1964923
Guinea,1957,2876726,Africa,34.558,576.2670245
Guinea,1962,3140003,Africa,35.753,686.3736739
Guinea,1967,3451418,Africa,37.197,708.7595409
Guinea,1972,3811387,Africa,38.842,741.6662307
Guinea,1977,4227026,Africa,40.762,874.6858643
Guinea,1982,4710497,Africa,42.891,857.2503577
Guinea,1987,5650262,Africa,45.552,805.5724718
Guinea,1992,6990574,Africa,48.576,794.3484384
Guinea,1997,8048834,Africa,51.455,869.4497668
Guinea,2002,8807818,Africa,53.676,945.5835837
Guinea,2007,9947814,Africa,56.007,942.6542111
Guinea-Bissau,1952,580653,Africa,32.5,299.850319
Guinea-Bissau,1957,601095,Africa,33.489,431.7904566
Guinea-Bissau,1962,627820,Africa,34.488,522.0343725
Guinea-Bissau,1967,601287,Africa,35.492,715.5806402
Guinea-Bissau,1972,625361,Africa,36.486,820.2245876
Guinea-Bissau,1977,745228,Africa,37.465,764.7259628
Guinea-Bissau,1982,825987,Africa,39.327,838.1239671
Guinea-Bissau,1987,927524,Africa,41.245,736.4153921
Guinea-Bissau,1992,1050938,Africa,43.266,745.5398706
Guinea-Bissau,1997,1193708,Africa,44.873,796.6644681
Guinea-Bissau,2002,1332459,Africa,45.504,575.7047176
Guinea-Bissau,2007,1472041,Africa,46.388,579.231743
Haiti,1952,3201488,Americas,37.579,1840.366939
Haiti,1957,3507701,Americas,40.696,1726.887882
Haiti,1962,3880130,Americas,43.59,1796.589032
Haiti,1967,4318137,Americas,46.243,1452.057666
Haiti,1972,4698301,Americas,48.042,1654.456946
Haiti,1977,4908554,Americas,49.923,1874.298931
Haiti,1982,5198399,Americas,51.461,2011.159549
Haiti,1987,5756203,Americas,53.636,1823.015995
Haiti,1992,6326682,Americas,55.089,1456.309517
Haiti,1997,6913545,Americas,56.671,1341.726931
Haiti,2002,7607651,Americas,58.137,1270.364932
Haiti,2007,8502814,Americas,60.916,1201.637154
Honduras,1952,1517453,Americas,41.912,2194.926204
Honduras,1957,1770390,Americas,44.665,2220.487682
Honduras,1962,2090162,Americas,48.041,2291.156835
Honduras,1967,2500689,Americas,50.924,2538.269358
Honduras,1972,2965146,Americas,53.884,2529.842345
Honduras,1977,3055235,Americas,57.402,3203.208066
Honduras,1982,3669448,Americas,60.909,3121.760794
Honduras,1987,4372203,Americas,64.492,3023.096699
Honduras,1992,5077347,Americas,66.399,3081.694603
Honduras,1997,5867957,Americas,67.659,3160.454906
Honduras,2002,6677328,Americas,68.565,3099.72866
Honduras,2007,7483763,Americas,70.198,3548.330846
"Hong Kong, China",1952,2125900,Asia,60.96,3054.421209
"Hong Kong, China",1957,2736300,Asia,64.75,3629.076457
"Hong Kong, China",1962,3305200,Asia,67.65,4692.648272
"Hong Kong, China",1967,3722800,Asia,70,6197.962814
"Hong Kong, China",1972,4115700,Asia,72,8315.928145
"Hong Kong, China",1977,4583700,Asia,73.6,11186.14125
"Hong Kong, China",1982,5264500,Asia,75.45,14560.53051
"Hong Kong, China",1987,5584510,Asia,76.2,20038.47269
"Hong Kong, China",1992,5829696,Asia,77.601,24757.60301
"Hong Kong, China",1997,6495918,Asia,80,28377.63219
"Hong Kong, China",2002,6762476,Asia,81.495,30209.01516
"Hong Kong, China",2007,6980412,Asia,82.208,39724.97867
Hungary,1952,9504000,Europe,64.03,5263.673816
Hungary,1957,9839000,Europe,66.41,6040.180011
Hungary,1962,10063000,Europe,67.96,7550.359877
Hungary,1967,10223422,Europe,69.5,9326.64467
Hungary,1972,10394091,Europe,69.76,10168.65611
Hungary,1977,10637171,Europe,69.95,11674.83737
Hungary,1982,10705535,Europe,69.39,12545.99066
Hungary,1987,10612740,Europe,69.58,12986.47998
Hungary,1992,10348684,Europe,69.17,10535.62855
Hungary,1997,10244684,Europe,71.04,11712.7768
Hungary,2002,10083313,Europe,72.59,14843.93556
Hungary,2007,9956108,Europe,73.338,18008.94444
Iceland,1952,147962,Europe,72.49,7267.688428
Iceland,1957,165110,Europe,73.47,9244.001412
Iceland,1962,182053,Europe,73.68,10350.15906
Iceland,1967,198676,Europe,73.73,13319.89568
Iceland,1972,209275,Europe,74.46,15798.06362
Iceland,1977,221823,Europe,76.11,19654.96247
Iceland,1982,233997,Europe,76.99,23269.6075
Iceland,1987,244676,Europe,77.23,26923.20628
Iceland,1992,259012,Europe,78.77,25144.39201
Iceland,1997,271192,Europe,78.95,28061.09966
Iceland,2002,288030,Europe,80.5,31163.20196
Iceland,2007,301931,Europe,81.757,36180.78919
India,1952,372000000,Asia,37.373,546.5657493
India,1957,409000000,Asia,40.249,590.061996
India,1962,454000000,Asia,43.605,658.3471509
India,1967,506000000,Asia,47.193,700.7706107
India,1972,567000000,Asia,50.651,724.032527
India,1977,634000000,Asia,54.208,813.337323
India,1982,708000000,Asia,56.596,855.7235377
India,1987,788000000,Asia,58.553,976.5126756
India,1992,872000000,Asia,60.223,1164.406809
India,1997,959000000,Asia,61.765,1458.817442
India,2002,1034172547,Asia,62.879,1746.769454
India,2007,1110396331,Asia,64.698,2452.210407
Indonesia,1952,82052000,Asia,37.468,749.6816546
Indonesia,1957,90124000,Asia,39.918,858.9002707
Indonesia,1962,99028000,Asia,42.518,849.2897701
Indonesia,1967,109343000,Asia,45.964,762.4317721
Indonesia,1972,121282000,Asia,49.203,1111.107907
Indonesia,1977,136725000,Asia,52.702,1382.702056
Indonesia,1982,153343000,Asia,56.159,1516.872988
Indonesia,1987,169276000,Asia,60.137,1748.356961
Indonesia,1992,184816000,Asia,62.681,2383.140898
Indonesia,1997,199278000,Asia,66.041,3119.335603
Indonesia,2002,211060000,Asia,68.588,2873.91287
Indonesia,2007,223547000,Asia,70.65,3540.651564
Iran,1952,17272000,Asia,44.869,3035.326002
Iran,1957,19792000,Asia,47.181,3290.257643
Iran,1962,22874000,Asia,49.325,4187.329802
Iran,1967,26538000,Asia,52.469,5906.731805
Iran,1972,30614000,Asia,55.234,9613.818607
Iran,1977,35480679,Asia,57.702,11888.59508
Iran,1982,43072751,Asia,59.62,7608.334602
Iran,1987,51889696,Asia,63.04,6642.881371
Iran,1992,60397973,Asia,65.742,7235.653188
Iran,1997,63327987,Asia,68.042,8263.590301
Iran,2002,66907826,Asia,69.451,9240.761975
Iran,2007,69453570,Asia,70.964,11605.71449
Iraq,1952,5441766,Asia,45.32,4129.766056
Iraq,1957,6248643,Asia,48.437,6229.333562
Iraq,1962,7240260,Asia,51.457,8341.737815
Iraq,1967,8519282,Asia,54.459,8931.459811
Iraq,1972,10061506,Asia,56.95,9576.037596
Iraq,1977,11882916,Asia,60.413,14688.23507
Iraq,1982,14173318,Asia,62.038,14517.90711
Iraq,1987,16543189,Asia,65.044,11643.57268
Iraq,1992,17861905,Asia,59.461,3745.640687
Iraq,1997,20775703,Asia,58.811,3076.239795
Iraq,2002,24001816,Asia,57.046,4390.717312
Iraq,2007,27499638,Asia,59.545,4471.061906
Ireland,1952,2952156,Europe,66.91,5210.280328
Ireland,1957,2878220,Europe,68.9,5599.077872
Ireland,1962,2830000,Europe,70.29,6631.597314
Ireland,1967,2900100,Europe,71.08,7655.568963
Ireland,1972,3024400,Europe,71.28,9530.772896
Ireland,1977,3271900,Europe,72.03,11150.98113
Ireland,1982,3480000,Europe,73.1,12618.32141
Ireland,1987,3539900,Europe,74.36,13872.86652
Ireland,1992,3557761,Europe,75.467,17558.81555
Ireland,1997,3667233,Europe,76.122,24521.94713
Ireland,2002,3879155,Europe,77.783,34077.04939
Ireland,2007,4109086,Europe,78.885,40675.99635
Israel,1952,1620914,Asia,65.39,4086.522128
Israel,1957,1944401,Asia,67.84,5385.278451
Israel,1962,2310904,Asia,69.39,7105.630706
Israel,1967,2693585,Asia,70.75,8393.741404
Israel,1972,3095893,Asia,71.63,12786.93223
Israel,1977,3495918,Asia,73.06,13306.61921
Israel,1982,3858421,Asia,74.45,15367.0292
Israel,1987,4203148,Asia,75.6,17122.47986
Israel,1992,4936550,Asia,76.93,18051.52254
Israel,1997,5531387,Asia,78.269,20896.60924
Israel,2002,6029529,Asia,79.696,21905.59514
Israel,2007,6426679,Asia,80.745,25523.2771
Italy,1952,47666000,Europe,65.94,4931.404155
Italy,1957,49182000,Europe,67.81,6248.656232
Italy,1962,50843200,Europe,69.24,8243.58234
Italy,1967,52667100,Europe,71.06,10022.40131
Italy,1972,54365564,Europe,72.19,12269.27378
Italy,1977,56059245,Europe,73.48,14255.98475
Italy,1982,56535636,Europe,74.98,16537.4835
Italy,1987,56729703,Europe,76.42,19207.23482
Italy,1992,56840847,Europe,77.44,22013.64486
Italy,1997,57479469,Europe,78.82,24675.02446
Italy,2002,57926999,Europe,80.24,27968.09817
Italy,2007,58147733,Europe,80.546,28569.7197
Jamaica,1952,1426095,Americas,58.53,2898.530881
Jamaica,1957,1535090,Americas,62.61,4756.525781
Jamaica,1962,1665128,Americas,65.61,5246.107524
Jamaica,1967,1861096,Americas,67.51,6124.703451
Jamaica,1972,1997616,Americas,69,7433.889293
Jamaica,1977,2156814,Americas,70.11,6650.195573
Jamaica,1982,2298309,Americas,71.21,6068.05135
Jamaica,1987,2326606,Americas,71.77,6351.237495
Jamaica,1992,2378618,Americas,71.766,7404.923685
Jamaica,1997,2531311,Americas,72.262,7121.924704
Jamaica,2002,2664659,Americas,72.047,6994.774861
Jamaica,2007,2780132,Americas,72.567,7320.880262
Japan,1952,86459025,Asia,63.03,3216.956347
Japan,1957,91563009,Asia,65.5,4317.694365
Japan,1962,95831757,Asia,68.73,6576.649461
Japan,1967,100825279,Asia,71.43,9847.788607
Japan,1972,107188273,Asia,73.42,14778.78636
Japan,1977,113872473,Asia,75.38,16610.37701
Japan,1982,118454974,Asia,77.11,19384.10571
Japan,1987,122091325,Asia,78.67,22375.94189
Japan,1992,124329269,Asia,79.36,26824.89511
Japan,1997,125956499,Asia,80.69,28816.58499
Japan,2002,127065841,Asia,82,28604.5919
Japan,2007,127467972,Asia,82.603,31656.06806
Jordan,1952,607914,Asia,43.158,1546.907807
Jordan,1957,746559,Asia,45.669,1886.080591
Jordan,1962,933559,Asia,48.126,2348.009158
Jordan,1967,1255058,Asia,51.629,2741.796252
Jordan,1972,1613551,Asia,56.528,2110.856309
Jordan,1977,1937652,Asia,61.134,2852.351568
Jordan,1982,2347031,Asia,63.739,4161.415959
Jordan,1987,2820042,Asia,65.869,4448.679912
Jordan,1992,3867409,Asia,68.015,3431.593647
Jordan,1997,4526235,Asia,69.772,3645.379572
Jordan,2002,5307470,Asia,71.263,3844.917194
Jordan,2007,6053193,Asia,72.535,4519.461171
Kenya,1952,6464046,Africa,42.27,853.540919
Kenya,1957,7454779,Africa,44.686,944.4383152
Kenya,1962,8678557,Africa,47.949,896.9663732
Kenya,1967,10191512,Africa,50.654,1056.736457
Kenya,1972,12044785,Africa,53.559,1222.359968
Kenya,1977,14500404,Africa,56.155,1267.613204
Kenya,1982,17661452,Africa,58.766,1348.225791
Kenya,1987,21198082,Africa,59.339,1361.936856
Kenya,1992,25020539,Africa,59.285,1341.921721
Kenya,1997,28263827,Africa,54.407,1360.485021
Kenya,2002,31386842,Africa,50.992,1287.514732
Kenya,2007,35610177,Africa,54.11,1463.249282
"Korea, Dem. Rep.",1952,8865488,Asia,50.056,1088.277758
"Korea, Dem. Rep.",1957,9411381,Asia,54.081,1571.134655
"Korea, Dem. Rep.",1962,10917494,Asia,56.656,1621.693598
"Korea, Dem. Rep.",1967,12617009,Asia,59.942,2143.540609
"Korea, Dem. Rep.",1972,14781241,Asia,63.983,3701.621503
"Korea, Dem. Rep.",1977,16325320,Asia,67.159,4106.301249
"Korea, Dem. Rep.",1982,17647518,Asia,69.1,4106.525293
"Korea, Dem. Rep.",1987,19067554,Asia,70.647,4106.492315
"Korea, Dem. Rep.",1992,20711375,Asia,69.978,3726.063507
"Korea, Dem. Rep.",1997,21585105,Asia,67.727,1690.756814
"Korea, Dem. Rep.",2002,22215365,Asia,66.662,1646.758151
"Korea, Dem. Rep.",2007,23301725,Asia,67.297,1593.06548
"Korea, Rep.",1952,20947571,Asia,47.453,1030.592226
"Korea, Rep.",1957,22611552,Asia,52.681,1487.593537
"Korea, Rep.",1962,26420307,Asia,55.292,1536.344387
"Korea, Rep.",1967,30131000,Asia,57.716,2029.228142
"Korea, Rep.",1972,33505000,Asia,62.612,3030.87665
"Korea, Rep.",1977,36436000,Asia,64.766,4657.22102
"Korea, Rep.",1982,39326000,Asia,67.123,5622.942464
"Korea, Rep.",1987,41622000,Asia,69.81,8533.088805
"Korea, Rep.",1992,43805450,Asia,72.244,12104.27872
"Korea, Rep.",1997,46173816,Asia,74.647,15993.52796
"Korea, Rep.",2002,47969150,Asia,77.045,19233.98818
"Korea, Rep.",2007,49044790,Asia,78.623,23348.13973
Kuwait,1952,160000,Asia,55.565,108382.3529
Kuwait,1957,212846,Asia,58.033,113523.1329
Kuwait,1962,358266,Asia,60.47,95458.11176
Kuwait,1967,575003,Asia,64.624,80894.88326
Kuwait,1972,841934,Asia,67.712,109347.867
Kuwait,1977,1140357,Asia,69.343,59265.47714
Kuwait,1982,1497494,Asia,71.309,31354.03573
Kuwait,1987,1891487,Asia,74.174,28118.42998
Kuwait,1992,1418095,Asia,75.19,34932.91959
Kuwait,1997,1765345,Asia,76.156,40300.61996
Kuwait,2002,2111561,Asia,76.904,35110.10566
Kuwait,2007,2505559,Asia,77.588,47306.98978
Lebanon,1952,1439529,Asia,55.928,4834.804067
Lebanon,1957,1647412,Asia,59.489,6089.786934
Lebanon,1962,1886848,Asia,62.094,5714.560611
Lebanon,1967,2186894,Asia,63.87,6006.983042
Lebanon,1972,2680018,Asia,65.421,7486.384341
Lebanon,1977,3115787,Asia,66.099,8659.696836
Lebanon,1982,3086876,Asia,66.983,7640.519521
Lebanon,1987,3089353,Asia,67.926,5377.091329
Lebanon,1992,3219994,Asia,69.292,6890.806854
Lebanon,1997,3430388,Asia,70.265,8754.96385
Lebanon,2002,3677780,Asia,71.028,9313.93883
Lebanon,2007,3921278,Asia,71.993,10461.05868
Lesotho,1952,748747,Africa,42.138,298.8462121
Lesotho,1957,813338,Africa,45.047,335.9971151
Lesotho,1962,893143,Africa,47.747,411.8006266
Lesotho,1967,996380,Africa,48.492,498.6390265
Lesotho,1972,1116779,Africa,49.767,496.5815922
Lesotho,1977,1251524,Africa,52.208,745.3695408
Lesotho,1982,1411807,Africa,55.078,797.2631074
Lesotho,1987,1599200,Africa,57.18,773.9932141
Lesotho,1992,1803195,Africa,59.685,977.4862725
Lesotho,1997,1982823,Africa,55.558,1186.147994
Lesotho,2002,2046772,Africa,44.593,1275.184575
Lesotho,2007,2012649,Africa,42.592,1569.331442
Liberia,1952,863308,Africa,38.48,575.5729961
Liberia,1957,975950,Africa,39.486,620.9699901
Liberia,1962,1112796,Africa,40.502,634.1951625
Liberia,1967,1279406,Africa,41.536,713.6036483
Liberia,1972,1482628,Africa,42.614,803.0054535
Liberia,1977,1703617,Africa,43.764,640.3224383
Liberia,1982,1956875,Africa,44.852,572.1995694
Liberia,1987,2269414,Africa,46.027,506.1138573
Liberia,1992,1912974,Africa,40.802,636.6229191
Liberia,1997,2200725,Africa,42.221,609.1739508
Liberia,2002,2814651,Africa,43.753,531.4823679
Liberia,2007,3193942,Africa,45.678,414.5073415
Libya,1952,1019729,Africa,42.723,2387.54806
Libya,1957,1201578,Africa,45.289,3448.284395
Libya,1962,1441863,Africa,47.808,6757.030816
Libya,1967,1759224,Africa,50.227,18772.75169
Libya,1972,2183877,Africa,52.773,21011.49721
Libya,1977,2721783,Africa,57.442,21951.21176
Libya,1982,3344074,Africa,62.155,17364.27538
Libya,1987,3799845,Africa,66.234,11770.5898
Libya,1992,4364501,Africa,68.755,9640.138501
Libya,1997,4759670,Africa,71.555,9467.446056
Libya,2002,5368585,Africa,72.737,9534.677467
Libya,2007,6036914,Africa,73.952,12057.49928
Madagascar,1952,4762912,Africa,36.681,1443.011715
Madagascar,1957,5181679,Africa,38.865,1589.20275
Madagascar,1962,5703324,Africa,40.848,1643.38711
Madagascar,1967,6334556,Africa,42.881,1634.047282
Madagascar,1972,7082430,Africa,44.851,1748.562982
Madagascar,1977,8007166,Africa,46.881,1544.228586
Madagascar,1982,9171477,Africa,48.969,1302.878658
Madagascar,1987,10568642,Africa,49.35,1155.441948
Madagascar,1992,12210395,Africa,52.214,1040.67619
Madagascar,1997,14165114,Africa,54.978,986.2958956
Madagascar,2002,16473477,Africa,57.286,894.6370822
Madagascar,2007,19167654,Africa,59.443,1044.770126
Malawi,1952,2917802,Africa,36.256,369.1650802
Malawi,1957,3221238,Africa,37.207,416.3698064
Malawi,1962,3628608,Africa,38.41,427.9010856
Malawi,1967,4147252,Africa,39.487,495.5147806
Malawi,1972,4730997,Africa,41.766,584.6219709
Malawi,1977,5637246,Africa,43.767,663.2236766
Malawi,1982,6502825,Africa,45.642,632.8039209
Malawi,1987,7824747,Africa,47.457,635.5173634
Malawi,1992,10014249,Africa,49.42,563.2000145
Malawi,1997,10419991,Africa,47.495,692.2758103
Malawi,2002,11824495,Africa,45.009,665.4231186
Malawi,2007,13327079,Africa,48.303,759.3499101
Malaysia,1952,6748378,Asia,48.463,1831.132894
Malaysia,1957,7739235,Asia,52.102,1810.066992
Malaysia,1962,8906385,Asia,55.737,2036.884944
Malaysia,1967,10154878,Asia,59.371,2277.742396
Malaysia,1972,11441462,Asia,63.01,2849.09478
Malaysia,1977,12845381,Asia,65.256,3827.921571
Malaysia,1982,14441916,Asia,68,4920.355951
Malaysia,1987,16331785,Asia,69.5,5249.802653
Malaysia,1992,18319502,Asia,70.693,7277.912802
Malaysia,1997,20476091,Asia,71.938,10132.90964
Malaysia,2002,22662365,Asia,73.044,10206.97794
Malaysia,2007,24821286,Asia,74.241,12451.6558
Mali,1952,3838168,Africa,33.685,452.3369807
Mali,1957,4241884,Africa,35.307,490.3821867
Mali,1962,4690372,Africa,36.936,496.1743428
Mali,1967,5212416,Africa,38.487,545.0098873
Mali,1972,5828158,Africa,39.977,581.3688761
Mali,1977,6491649,Africa,41.714,686.3952693
Mali,1982,6998256,Africa,43.916,618.0140641
Mali,1987,7634008,Africa,46.364,684.1715576
Mali,1992,8416215,Africa,48.388,739.014375
Mali,1997,9384984,Africa,49.903,790.2579846
Mali,2002,10580176,Africa,51.818,951.4097518
Mali,2007,12031795,Africa,54.467,1042.581557
Mauritania,1952,1022556,Africa,40.543,743.1159097
Mauritania,1957,1076852,Africa,42.338,846.1202613
Mauritania,1962,1146757,Africa,44.248,1055.896036
Mauritania,1967,1230542,Africa,46.289,1421.145193
Mauritania,1972,1332786,Africa,48.437,1586.851781
Mauritania,1977,1456688,Africa,50.852,1497.492223
Mauritania,1982,1622136,Africa,53.599,1481.150189
Mauritania,1987,1841240,Africa,56.145,1421.603576
Mauritania,1992,2119465,Africa,58.333,1361.369784
Mauritania,1997,2444741,Africa,60.43,1483.136136
Mauritania,2002,2828858,Africa,62.247,1579.019543
Mauritania,2007,3270065,Africa,64.164,1803.151496
Mauritius,1952,516556,Africa,50.986,1967.955707
Mauritius,1957,609816,Africa,58.089,2034.037981
Mauritius,1962,701016,Africa,60.246,2529.067487
Mauritius,1967,789309,Africa,61.557,2475.387562
Mauritius,1972,851334,Africa,62.944,2575.484158
Mauritius,1977,913025,Africa,64.93,3710.982963
Mauritius,1982,992040,Africa,66.711,3688.037739
Mauritius,1987,1042663,Africa,68.74,4783.586903
Mauritius,1992,1096202,Africa,69.745,6058.253846
Mauritius,1997,1149818,Africa,70.736,7425.705295
Mauritius,2002,1200206,Africa,71.954,9021.815894
Mauritius,2007,1250882,Africa,72.801,10956.99112
Mexico,1952,30144317,Americas,50.789,3478.125529
Mexico,1957,35015548,Americas,55.19,4131.546641
Mexico,1962,41121485,Americas,58.299,4581.609385
Mexico,1967,47995559,Americas,60.11,5754.733883
Mexico,1972,55984294,Americas,62.361,6809.40669
Mexico,1977,63759976,Americas,65.032,7674.929108
Mexico,1982,71640904,Americas,67.405,9611.147541
Mexico,1987,80122492,Americas,69.498,8688.156003
Mexico,1992,88111030,Americas,71.455,9472.384295
Mexico,1997,95895146,Americas,73.67,9767.29753
Mexico,2002,102479927,Americas,74.902,10742.44053
Mexico,2007,108700891,Americas,76.195,11977.57496
Mongolia,1952,800663,Asia,42.244,786.5668575
Mongolia,1957,882134,Asia,45.248,912.6626085
Mongolia,1962,1010280,Asia,48.251,1056.353958
Mongolia,1967,1149500,Asia,51.253,1226.04113
Mongolia,1972,1320500,Asia,53.754,1421.741975
Mongolia,1977,1528000,Asia,55.491,1647.511665
Mongolia,1982,1756032,Asia,57.489,2000.603139
Mongolia,1987,2015133,Asia,60.222,2338.008304
Mongolia,1992,2312802,Asia,61.271,1785.402016
Mongolia,1997,2494803,Asia,63.625,1902.2521
Mongolia,2002,2674234,Asia,65.033,2140.739323
Mongolia,2007,2874127,Asia,66.803,3095.772271
Montenegro,1952,413834,Europe,59.164,2647.585601
Montenegro,1957,442829,Europe,61.448,3682.259903
Montenegro,1962,474528,Europe,63.728,4649.593785
Montenegro,1967,501035,Europe,67.178,5907.850937
Montenegro,1972,527678,Europe,70.636,7778.414017
Montenegro,1977,560073,Europe,73.066,9595.929905
Montenegro,1982,562548,Europe,74.101,11222.58762
Montenegro,1987,569473,Europe,74.865,11732.51017
Montenegro,1992,621621,Europe,75.435,7003.339037
Montenegro,1997,692651,Europe,75.445,6465.613349
Montenegro,2002,720230,Europe,73.981,6557.194282
Montenegro,2007,684736,Europe,74.543,9253.896111
Morocco,1952,9939217,Africa,42.873,1688.20357
Morocco,1957,11406350,Africa,45.423,1642.002314
Morocco,1962,13056604,Africa,47.924,1566.353493
Morocco,1967,14770296,Africa,50.335,1711.04477
Morocco,1972,16660670,Africa,52.862,1930.194975
Morocco,1977,18396941,Africa,55.73,2370.619976
Morocco,1982,20198730,Africa,59.65,2702.620356
Morocco,1987,22987397,Africa,62.677,2755.046991
Morocco,1992,25798239,Africa,65.393,2948.047252
Morocco,1997,28529501,Africa,67.66,2982.101858
Morocco,2002,31167783,Africa,69.615,3258.495584
Morocco,2007,33757175,Africa,71.164,3820.17523
Mozambique,1952,6446316,Africa,31.286,468.5260381
Mozambique,1957,7038035,Africa,33.779,495.5868333
Mozambique,1962,7788944,Africa,36.161,556.6863539
Mozambique,1967,8680909,Africa,38.113,566.6691539
Mozambique,1972,9809596,Africa,40.328,724.9178037
Mozambique,1977,11127868,Africa,42.495,502.3197334
Mozambique,1982,12587223,Africa,42.795,462.2114149
Mozambique,1987,12891952,Africa,42.861,389.8761846
Mozambique,1992,13160731,Africa,44.284,410.8968239
Mozambique,1997,16603334,Africa,46.344,472.3460771
Mozambique,2002,18473780,Africa,44.026,633.6179466
Mozambique,2007,19951656,Africa,42.082,823.6856205
Myanmar,1952,20092996,Asia,36.319,331
Myanmar,1957,21731844,Asia,41.905,350
